ArabicWord,EnglishMeaning,Link,
نَسَكَ,"Devoted life , Ascetic Life , Sacrifice",link to dictionary,
نَسَلَ,"Father , Offspring , Descendents , Breed , Reproduce",link to dictionary,
نَسَأَ,"Women , Female , Feminist",link to dictionary,
نَشَأَ,"Arise , Originate , Proceed , Grow , Develop , Youth , New Generation , Rising Generation , Writing , Style , Author",link to dictionary,
نَسِيَ,"Forget , Oblivion",link to dictionary,
نَشَرَ,"Spread , Unfold , Resurrect , Publish ,",link to dictionary,
نَشَرَ,"Spread , Unfold , Resurrect , Publish ,",link to dictionary,
نَشَاط,"Lively , Active , Victorious , Strength , Vigor , Incentive",link to dictionary,
نَشَزَ,"Elevated , Rise , Discord , Animosity",link to dictionary,
نَصَبَ,"Raise , Erect , Hoist , Fatigue , Statue , Idol , Monument , Minimum amount of property to Alms tax , Sword , Swindler , Share",link to dictionary,
نَصَّ,"Fix , Specify , Determine , Line up text , wording , Forelock , Quotation marks",link to dictionary,
نَصَتَ,"Listen , Try to hear , Eavesdrop",link to dictionary,
نَصَحَ,"Advise , Council , Good will , Sincere , Faithful ,",link to dictionary,
نَصَرَ,"Help , Assist , Victorious , Christian , Nazareth , Support",link to dictionary,
نَصَفَ,"Mid point , Half , Noon , middle , Share equally , Justice , fairness ,",link to dictionary,
نَضَدَ,"Pick up , Stack , Order , Arrange , Pile , Row , Cushion , Pillow , Mattress , Compose",link to dictionary,
نَضِجَ,"Ripe, Mature, Well Cooked",link to dictionary,
نَضَدَ,"Pick up , Stack , Order , Arrange , Pile , Row , Cushion , Pillow , Mattress , Compose",link to dictionary,
نَضَرَ,"Flourishing , Blooming , Fresh , Glowing , Radiant , Gold , Health , Vigor",link to dictionary,
نَطَحَ,"Thrust , Ram , Butted , Bullfight",link to dictionary,
نَطَفَ,"Dribble , Trickle , Drop , Sperm",link to dictionary,
نَطَقَ,"Speak , Pronounce , Articulated Speech , Word , Decree , Belt , Ring , Boundary , Area , District",link to dictionary,
نَظَرَ,"See , View , Look , Delay, Postponement, Glance , Examine , Judge , Under Consideration",link to dictionary,
نَعَسَ,"Sleepy , Doze , Slumber , Stagnant",link to dictionary,
نَعَقَ,"Cry , Scream , Screech",link to dictionary,
نَعَلَ,"Sandal , Shoe , Horseshoe",link to dictionary,
نَعَمَ,"Live comfort , Luxury , Delight , Enjoy , Experience , Grazing livestock , Benefit , Blessing , Grace of God , Softer , Finer , Donor",link to dictionary,
نَعْجَة,An adult female sheep.,link to dictionary,
نَغَزَ,"Trickle , Prick , Sow dissention",link to dictionary,
نَفَثَ,"Spit , Exhale , Utter to Transform , Saliva , Successor",link to dictionary,
نَفَحَ,"Spread , Diffuse , Blow , Grant , Give , Breath , Fragrance",link to dictionary,
نَفَخَ,"Blow , Puff , Breathe , Inflate , Swelling , Conceited , Flatulent",link to dictionary,
نَفَرَ,"Shy , Avoid , Shun , Stampeded , Band , Party , Group , Individual , Deter , Repulsion , Clash , Conflict , Discord",link to dictionary,
نَفَرَ,"Shy , Avoid , Shun , Stampeded , Band , Party , Group , Individual , Deter , Repulsion , Clash , Conflict , Discord",link to dictionary,
نَفِدَ,"Exhausted , Used up , Run out , Entry , Booked Item , Consumption , Waste , Impatient , Enjoy to the full",link to dictionary,
نَفُسَ,"Valuable , Sparring , Human being , Person , Individual , Soul , Spirit , Breath , Compete , Fight , Struggle ,",link to dictionary,
نَفَشَ,"Tease , Puff up , Feathers , Wool , Fluffy , Comb",link to dictionary,
نَفَقَ,"Sell well , Used , Exhausted , Tunnel , Expense , Cost , Cost of living , Maintenance , Support wife , Hypocrisy , Dissemblance ,",link to dictionary,
نَفَلَ,"Performance , Booty , Present , Super grate in prayers , charity",link to dictionary,
نَفَعَ,"Useful , Beneficial , Help , Gain , Good , Welfare , Profit , Public service",link to dictionary,
نَفَعَ,"Useful , Beneficial , Help , Gain , Good , Welfare , Profit , Public service",link to dictionary,
نَفَقَ,"Sell well , Used , Exhausted , Tunnel , Expense , Cost , Cost of living , Maintenance , Support wife , Hypocrisy , Dissemblance ,",link to dictionary,
نَقَبَ,"Bore , Pierce , Perforate , Uncover , Mountain Trail , Virtuous , Investigate , Explore , Search ,Union, Leader,",link to dictionary,
نفَو,"Expel, Banish, Deport, Negate, Negative,",link to dictionary,
نَقَذَ,"Save , Rescue , Escape , Recover , Relief ,",link to dictionary,
نَقَرَ,"Dig , Pierce , Hollow out , Cut , Carve , Engrave , Strike , Offended , Quarrel , Spot on a date pit , Hole , Eye socket , Wood pecker , Worthless thing , Misfortune , Calamity",link to dictionary,
نَقَصَ,"Decrease , Reduce , Lesson , Deficit , Loss , Shortage , Fault ,",link to dictionary,
نَقَضَ,"Destroy , Demolish , Break , Violate , Oppose , Contras , Conflict , Collapse , Rebellion",link to dictionary,
نَقَعَ,"Soak , Steep , Brew , Quench , Swamp , Marsh",link to dictionary,
نَقَمَ,"Revenge , Hostile , Vengeance , Grudge , Punishment",link to dictionary,
نَكَثَ,"Break , Violate , Breach , Perfidious , Disloyal",link to dictionary,
نَكِدَ,"Difficult, Unhappy , Give Little",link to dictionary,
نَكَبَ,"Shoulder, Side, Highland, Distress , Afflict , Give Up , Deviate , Swerve , Calamity , Avoid , Shun , Refrain",link to dictionary,
نَكِرَ,"No Knowledge , Ignorance , Deny , Dispute , Forbidden , Atrocity",link to dictionary,
نَكَحَ,"Marry , Married , Matrimony , Marriage",link to dictionary,
نَكِرَ,"No Knowledge , Ignorance , Deny , Dispute , Forbidden , Atrocity",link to dictionary,
نَكَسَ,"Invert , Reverse , Lower , Withdraw , Bow , Tilt one head ,",link to dictionary,
نَكَصَ,"Withdraw , Turn away , Retreat , Fall Back",link to dictionary,
نَكَلَ,"Shrink , Withdraw , Punish , Torture , Fetter , Chain , Warning , Repel , Drive back",link to dictionary,
نَكَفَ,"Stop , Disdain , Reject , Irresistible , Immeasurable , Brush aside , Proud , Haughty , Mums",link to dictionary,
نَمِلَ,"Ant , Antlike , Numbness , Itching, Fingertip",link to dictionary,
نَمَى,"Grow , Increase , Multiply",link to dictionary,
نَمُر,"Number, Figure",link to dictionary,
نَهَجَ,"Proceed, Act, Purpose, Way, Plan, way, road, Method, Plan",link to dictionary,
نَهَرَ,"Flow copiously , Gush Forth , Scold , Chide , Stream , River , Day time ,",link to dictionary,
نَهَا,"Forbid , Prohibit , Restrain , Mind , Intellect , Limit , Expire , Abandoned , Finite , Extreme , Concluded ,",link to dictionary,
نَاءَ,"Collapse, Weighed Down",link to dictionary,
نَابَ,"Represent , Substitute , Return from time to time , Afflict , Hit , Happen , Misfortune , Disaster , Deputy , Delegate , Representation , Authorize",link to dictionary,
نَار,"Fire , Hell , Volcano , Igneous , Burning , Blazing , Light , Luminous , Brightness , Glow , Flowering , Blossoming , Enlightenment",link to dictionary,
نَار,"Fire , Hell , Volcano , Igneous , Burning , Blazing , Light , Luminous , Brightness , Glow , Flowering , Blossoming , Enlightenment",link to dictionary,
نَاشَ,"Seize , Skirmish , Quarrel , Hostility",link to dictionary,
نَاقَة,"She Camel , Choosey",link to dictionary,
نَالَ,"Give , Present , Grant , Manner , Favor , Benefit , Reach , Take , Accept , Available , Eat , Meal , Drink , Grasp , Comprehend , Discuss ,",link to dictionary,
نَامَ,"Sleep , Go to bed , Calm Down , Overlook , Reassured , Accept , Slumber , Nap , Entrust",link to dictionary,
نَوَى,"Intend , Plan , Resolve , Determine , Absent , Pits of fruit , Core , center , nucleus , starting point , Nuclear , Enemy , Hostile",link to dictionary,
هَبَا,"Rise of dust , Fine Dust , Dust Particles Floating in the air , Go up in the smoke , Ruin , Scatter",link to dictionary,
هَبَطَ,"Descend , Fall down , Sink , Lower , Throw down , Reduce",link to dictionary,
هَجَدَ,Spend the night in prayer,link to dictionary,
هَجَرَ,"Emigrate , Separate , Desert , Obscenity , Departure , Midday Heat ,",link to dictionary,
هَجَرَ,"Emigrate , Separate , Desert , Obscenity , Departure , Midday Heat ,",link to dictionary,
هَجَعَ,"Sleep Peacefully , Calm down , Subside , Bedrooms",link to dictionary,
هَدًّ,"Pull Down , Raze , Destroy",link to dictionary,
هَدَمَ,"Pull Down , Wreck , Demolish , Tear up , Blow up , Destructive , Fall , Collapse , Ruin",link to dictionary,
هَدَى,"Guide , Show the way , Lead , Right thing , True faith , Guidance , way , Manner , Present , Donation , Grant , Discover",link to dictionary,
هَرَأَ,"Tear , Lacerate , Wear out , Harm , Irritate , Over cook meat",link to dictionary,
هَرَبَ,"Fight , Escape , Desert , Help. Rescue , Smuggle",link to dictionary,
هَرَعَ,"Hurry , Rush",link to dictionary,
هَزَلَ,"Emaciate , Lean , Joke , Jest , Comedy , Funny",link to dictionary,
هَزِىءَ,"Scold , Smear , Mock , Laugh , Ignore , Scorn , Contempt ,",link to dictionary,
هَزَّ,"Shake , Rock , Tremble , Wave , Nod , Push , Vibration",link to dictionary,
هَزَمَ,"Rout , Defeat , Put to Flight , Roll of Thunder",link to dictionary,
هَزَمَ,"Rout , Defeat , Put to Flight , Roll of Thunder",link to dictionary,
هَشَمَ,"Destroy , Smash , Crush , Dry Stalk , Chaff ,",link to dictionary,
هَشَّ,"To Drive away , Crisp , Cheerful , Smile ,",link to dictionary,
هَضَمَ,"Digest , Oppress , Wrong , Stand , Put up with , Wholesome",link to dictionary,
هَطَعَ,"Protrude the neck , Run Fast",link to dictionary,
هَلَّ,"Appear , Lunar month, To Offer and animal to God",link to dictionary,
هَلَّ,"Appear , To come up of a new moon , Fall heavily , Crescent , New moon , Shout with joy , to Offer",link to dictionary,
هَلَكَ,"Perish , Die , Annihilate , Death , Ruin , Destruction , Dangerous , Destructive , Tired , Fatigued",link to dictionary,
هَلُمَّ,"Come , Come on , Give me , Go quickly , Let us go",link to dictionary,
هَلِعَ,"Impatient , Restless , Anxiety , Alarm",link to dictionary,
هَمَّ,"Grieve , Distress , Worry , Trouble , Intend , Plan , Begin , Rise , Get up , Old , Serious , Important",link to dictionary,
هَمَدَ,"Calm , Fade Away , Extinguish , Lifeless , Motionless , Soothe",link to dictionary,
هَمَرَ,"Pour down , Shower of rain ,",link to dictionary,
هَمَزَ,"Urge , Prod , Backbite , Slander ,",link to dictionary,
هَمَسَ,"Press , Mumble , Whisper ,",link to dictionary,
هَنَأَ,"Delight , Enjoy , Happiness , Congratulation",link to dictionary,
هُنَا,"Here , Over here , That place , This Place",link to dictionary,
هَادَ,"Repent , Jew , Consideration",link to dictionary,
هَانَ,"Easy , Comfort , Leisure , Disgrace , Shame , Despise , Insult , Abuse , Misjudge , Despair",link to dictionary,
هَاءَ,"Form , Shape , Appearance , Condition , Dispose",link to dictionary,
هَوَى,"Drop , Fall , Blow , Love , Passion , Desire , Fancy<abyss , Pitch , Ditch. Hole , Air , Atmosphere , Wind , Climate , Breakdown , Throw one self down",link to dictionary,
هَيَّا,"Up , Come on , Come up , Let us go",link to dictionary,
هَاتَ,"Bring , Give me , Come here , Come on , Shout , Call out",link to dictionary,
هَاجَ,"Stirred up , Excited , Agitation , Turmoil , Battle ,",link to dictionary,
هَامَ,"Fall in Love , Roam , Wander , Thrust , Burning Thrust , Confused , Puzzled",link to dictionary,
هًيْهَاتَ,"But oh , Alas ,",link to dictionary,
هَيْمَنَ,"Supervise , Control , Guard , Protector , Master , Watcher",link to dictionary,
وَابِل,"Rain Heavily , Hail , Shower , Unhealthy , Unwholesome , Evil Consequences of deed , Harm , Curse , Bundle of sticks",link to dictionary,
وَبَقَ,"Perish , Destroy , Imprison , Grave Offense , Crime",link to dictionary,
وَبِرَ,"Abundant Hair or wool, Covered with hair",link to dictionary,
وَتَدَ,"Fix , Fasten , Security , Drive in Pegs , Peg , Pin Stake , Hole , Mountain , Leader of a country",link to dictionary,
وَتَرَ,"String , Wrong , Harm , Cheat , One by One , Odd , Tendon , Cord , Columns , Manner , Procedure , Uninterrupted chain of transmitters",link to dictionary,
وَتِين,Aorta,link to dictionary,
وَثَقَ,"Trust , Confidence , Solid , Firm , Bond , Reliable , Document , Deed , Charter , Notarize , Guarantee",link to dictionary,
وَثُرَ,"Soft , Smooth , Fat , Fleshy , Comfort , Blanket , Drape",link to dictionary,
وَثَنَ,"Idol , Pagan ,",link to dictionary,
وَجَبَ,"Necessary , Obligatory , Incumbent , Fall down , Crash , One meal a day , Palpitation of the heart , Imperative , Inevitable , Liability",link to dictionary,
وَجَدَ,"Find , Come across , discover , Obtain , Love , Passion , Feeling , Being , Existence , Produce , Originate , Supply",link to dictionary,
وَجَسَ,"Afraid , Apprehensive , Hidden , Feel , Sense , Realize , Taste , Regard",link to dictionary,
وَجَفَ,"Agitated , Excited , Trouble , Trembling , Earthquake. , Disturbed.",link to dictionary,
وَجِلَ,"Afraid , Fear , Dread , Frighten ,",link to dictionary,
وَجَهَ,"Face , Front , Outside , Surface , Prominent , Personality , Side , Direction , Course , Direction , Inclination",link to dictionary,
وَحَدَ,"Alone , Unique , Solitude , Sole , Single , Monotheism ,",link to dictionary,
وَحُشَ,"Wild animal , Monster , Lonely , Deserted , Wild , Untamed , Savagery , Brutalism , Barbarism ,",link to dictionary,
وَحَى,"Inspire , Reveal , Guided",link to dictionary,
وَدَعَ,"Stop , Farewell , Goodbye , Calm , Gentle , Trust , Deposit , Stored",link to dictionary,
وَدَّ,"Love , Like , Want , Wish , Friendly , Attract ,",link to dictionary,
وَدَى,"Blood money , Valley , Wadi , River Bed , Send off dispatch , Kill , Ruin , Destruction",link to dictionary,
وَرَثَ,"Heir , Inherit , Heritage , Legacy , Tradition",link to dictionary,
وَرَدَ,"Come , Arrive , Appear , Show Up , section of Quran Recited During Prayer , vein , Jugular vein , Spring , Income , Revenue , Landing Place<mention , Citation , Import",link to dictionary,
وَرُدَ,"Reddish brown , Rose , Flower , Blossom , Red , Rosy",link to dictionary,
وَرَقَ,"Leaves , Paper , Paper money",link to dictionary,
وَرَى,"Kindle , Mortals , Mankind , Behind , Rear , Past , After , Back , Concealing ,",link to dictionary,
وَرَى,"Kindle , Mortals , Mankind , Behind , Rear , Past , After , Back , Concealing ,",link to dictionary,
وَزَارَة,"Minister , Ministry",link to dictionary,
وَزَرَ,"Carry , Overcome , Commit a sin , Heavy Load , Skirt , Help , Assist , Support",link to dictionary,
وَزّ,Incite,link to dictionary,
وَزَعَ,"Restrain , Betray , Inform , Group , Share , Portion , Restrain , Impediment , Distributed , Scatter , Dispersed ,",link to dictionary,
وَزَعَ,"Restrain , Betray , Inform , Group , Share , Portion , Restrain , Impediment , Distributed , Scatter , Dispersed ,",link to dictionary,
وَزَنَ,"Weigh , Balance , Measure ,",link to dictionary,
وَسَطَ,"Middle , Center , Heart , Waist , Means , Median , Average ,",link to dictionary,
وَضَنَ,,link to dictionary,
وَسُعَ,"Wide , Roomy , Spacious , Extension , Adequacy",link to dictionary,
وَسَقَ,"Load , Cargo , Become possible , Good Order , Harmonize ,",link to dictionary,
وَسَلَ,"Seek or Solicit Favor , Means , Medium , Expedient ,",link to dictionary,
وَسَمَ,"Mark, Season, Distinguish, Award",link to dictionary,
وَسِنَ,"Sleep , Slumber , Short Nap",link to dictionary,
وَسْوَسَ,"Whisper , Tempt , Prompt , Suggest , Doubt , Suspicion , Wicked , Anxiety",link to dictionary,
وَسْوَسَ,"Whisper , Tempt , Prompt , Suggest , Doubt , Suspicion , Wicked , Anxiety",link to dictionary,
وَصَبَ,"Last , Endure , Permanent , Illness",link to dictionary,
وَصَدَ,"Firm , Weave , Threshold , Close , Shut",link to dictionary,
وَصَدَ,"Firm , Weave , Threshold , Close , Shut",link to dictionary,
وَصَفَ,"Describe , Portray , Character , Ascribe , Praise , Description , Quality , Character",link to dictionary,
وَصَلَ,"Join , Connect , Combine , Link , Come , Receive , Relation , Receipt , Communication",link to dictionary,
وَصِيَ,"Authorize agent , Legal guardian , Tutor , Trustee , Command , Will , Advise , Admonition , Order , Recommended ,",link to dictionary,
وَطَا,"Pave , Level , Smooth , Soft , Prepare , Force down , Low ground , Depression , Reduce , Slash",link to dictionary,
وَطَأَ,"Pave , Level , Smooth , Soft , Prepare , Force down , Low ground , Depression , Reduce , Slash",link to dictionary,
وَطَر,"Desire , Purpose , He attained his aim ,",link to dictionary,
وَضَعَ,"Lay down , Put down , into , Give birth , Invent , Originate , Write , Compile , Compose , Put in its place , Principles , Manners , Subject Matter",link to dictionary,
وَطَنَ,"Homeland , His Country",link to dictionary,
وَعَدَ,"Make a promise , Give ones word , Engagement , Commitment , Appointment , Agreement , Date",link to dictionary,
وَعَظَ,"Preach , Warn , Exhort , Advise , Sermon , Moral , Admonition",link to dictionary,
وَعَى,"Hold , Contain , Comprise , Remember , Know , Pay Attention , Conscious , Aware ,",link to dictionary,
وَفَدَ,"Come, Arrive , Delegated",link to dictionary,
وَفَرَ,"Abundant , Increase , Grow , Surplus , Plentiful , Luckier , Wealthy , Spread",link to dictionary,
وَفِقَ,"Right , Suitable , Appropriate , Sufficiency , Agreement , Conformity , Harmony",link to dictionary,
وَفَى,"Complete , Perfect , Redeem , Fulfill , Pay , Discharge , Payment , Compensation , Dead , Deceased , Receive in full",link to dictionary,
وَقَبَ,"Sunken , Become dark , Gloomy , Cavity , Hollow ,",link to dictionary,
وَقَتَ,"Appoint , Set Time , Time , Deadline , Meeting time ,",link to dictionary,
وَقَدَ,"Fire , Fuel , Burn , Ignite , Light , Combustion ,",link to dictionary,
وَقَذَ,"Hit Fatally , Fell , Beaten to death",link to dictionary,
وَقَعَ,"Fall , Fall down , Drop , Tumble , Occur , Happen , Arrive , Incident , Event , Fact , Development , Accident , Realistic ,",link to dictionary,
وَقَرَ,"Break , Fracture , Deaf , Hard of Hearing , Dignified , Sedate , Grave , Cavity , Hollow , Burden , Respect , Oppress , Over laden with fruits",link to dictionary,
وَقَفَ,"Come to stop , Stand still , Halt , Pause , Hesitate , Rise , Stand , Resist , Oppose , Endowment , The halt of the Mecca Pilgrims on Mount Arafat on 9th Zulhijja ,",link to dictionary,
وَقَى,"Guard , Preserve , Protect , Safeguard , Prevention , Shelter , Devout , Pious, To Fear God.",link to dictionary,
وَكَأَ,"Staff, Support , Lean , Cushion",link to dictionary,
وَكَدَ,"Intend, Aim, Confirm, Assurance",link to dictionary,
وَكَزَ,"Strike with fist , Push , Hit , Thrust , Pierce , Lean",link to dictionary,
وَكَلَ,"Entrust , Assign , Charge , Authorize representative , Manager , Trustee , Defense council , Attorney , Trust in God",link to dictionary,
وَلَدَ,"Give birth , Beget , Bring forth , Descended , Child , Young , Progeny , Son , Boy , Father , Parents , Mother , Creation , Birthday , Procreation , Generation",link to dictionary,
وَلَجَ,"Enter, Penetrate, Confident, Secret, Misfortune, Calamity, Pain.",link to dictionary,
مَارَ,"To provide for One's family, Provisions, Supplies",link to dictionary,
بعر,"Camel, Dung",link to dictionary,
فَرَعَ,"Surpass, Excel, Branch,Tall Towering, Branched.",link to dictionary,
حَمَإٍ,Mud,link to dictionary,
وَلِيَ,", Turns away, Shun, Avoid, Near , Close , Next , Manage , Govern , Rule , Supporter , Friend , Associate , Entrusted , In Charge , Successive , Consecutive , Continue",link to dictionary,
وَلِيَ,", Turns away, Shun, Avoid, Near , Close , Next , Manage , Govern , Rule , Supporter , Friend , Associate , Entrusted , In Charge , Successive , Consecutive , Continue",link to dictionary,
وَهَبَ,"Give , Endow , Gift , Donation , Talent , Generous",link to dictionary,
وَهَجَ,"Glow , Flame , Incandescent , Gleam , Glitter , Sun , Blazing",link to dictionary,
وَهَنَ,"Weaken , Lack of strength , Discourage , Unnerve",link to dictionary,
وَهَى,"Weak , Frail , Thin , Flimsy",link to dictionary,
وَيْل,"Calamity , Affliction , Woe , Disaster , Catastrophe, To Say to one self",link to dictionary,
يَبِسَ,"Dry , Rigid , Arid , Hard",link to dictionary,
يَاقُوت,"Hyacinth , Sapphire , Precious Stone , Green Corundum , Topaz , Yellow Sapphire",link to dictionary,
يَأَسَ,"Renounce , Despair , Hopelessness , Deprive",link to dictionary,
يَتَمَ,"Orphan , Weak , Weary , Fatherless , Motherless , Unique , Rare , Incompatible ,",link to dictionary,
يَدَيَ,"Hand , Help , Do favor , Power , Authority , Control , Assistance , Benefit ,",link to dictionary,
يَدَيَ,"Hand , Help , Do favor , Power , Authority , Control , Assistance , Benefit ,",link to dictionary,
يَسَرَ,"Easy , Game of Chance , Facility , Comfort , Prosperity , left Side",link to dictionary,
يَقٍظَ,"Wake , Awake , Guard , Watchful , Arouse , Warn , Alert ,",link to dictionary,
يَقِنَ,"Sure , Certain , Convinced , Absolute , Positive",link to dictionary,
يَقِنَ,"Sure , Certain , Convinced , Absolute , Positive",link to dictionary,
يَمَّ,"Sea , Ocean , Pigeon , Dove , Turn , Direct towards , Successful , For Head , Intend , Aim ,",link to dictionary,
يَمَنَ,"Lucky , Fortunate , Bless , Prosperous , Bless , Yemen , Right Hand , Right wing , Swear , Oath",link to dictionary,
يَمَنَ,"Lucky , Fortunate , Bless , Prosperous , Bless , Yemen , Right Hand , Right wing , Swear , Oath",link to dictionary,
يَنَعَ,"Ripen , Mellow , Blooming",link to dictionary,
يَوْم,"Age , Time , Battle , War , Day , Today , Time of the day , day of Judgment , Daily ,",link to dictionary,
هِيل,"Pour , Sprinkle, Pile Up, Sand Heap",link to dictionary,
كَافُور,CAMPHOR,link to dictionary,
شْأَمَ,"Bring Bad Luck, Sinister,",link to dictionary,
وَشيَ,"To Embellish, To Décorate, Slander",link to dictionary,
أَنَّى,"Why, How , However, Wherever",link to dictionary,
أود,"Bend, Curve, Burden, Oppress",link to dictionary,
زخر,"Save, Preserve, Store Away",link to dictionary,
رَغَمَ,"Force, Compulsion, In spite of",link to dictionary,
رَمَحَ,"To Pierce with a Lance, Spear, Pole,",link to dictionary,
أَيْكَ,"Thicket, Jungle, Wood",link to dictionary,
فِئَة,"Group, Class, Party, Rate",link to dictionary,
وَأَلَ,"Shelter, Asylum, Refuge",link to dictionary,
سَيْطَرَ,"Dominant, Control, Ruler, Master",link to dictionary,
وَذَرَ,"To let, Leave, To Leave Alone, To Let be, Cause, Stop.",link to dictionary,
زَرَى,"To Rebuke, Scold, Dispise, Contempt",link to dictionary,
أَيْك,"Thicket, Jungle, Wood",link to dictionary,
سْلِح,"Arms, Weapon, To Arm",link to dictionary,
لَا,"Not, Do not",link to dictionary,
ذكا,"To Exclude, To Immolate and animal (Sacrifice)",link to dictionary,
سوف,"(Particle of Future Tense), shall, will, interval, some distance, delay",link to dictionary,
مَنْ,Who ?,link to dictionary,
كلَّ,"Tired, Weary, Weak, To be Dim",link to dictionary,
قَسَّ,"Priest, Clergyman, Minister, Pastor",link to dictionary,
ثَبَرَ,"To destroy, To Perish, Destruction",link to dictionary,
غَصَبَ,"Take away by force, illegally, forcible, usurped",link to dictionary,
كذَ لِكَ,"So, thus, equally, likewise",link to dictionary,
فَ,"Then, therefore, and then, for , because,",link to dictionary,
غَارَ,"Sink Deeply, To Raid, Invade, Attack, Cave",link to dictionary,
عيل,"Poor, Destitute, Large Family",link to dictionary,
أَم,"Or, Second member of an alternative question",link to dictionary,
